0,1,2,3
2717,Cambendazole,Ephrin type-A receptor 7,6.70
2718,"(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",Creatine kinase B-type,6.70
2719,4-Carbamoyl-1-Beta-D-Ribofuranosyl-Imidazolium-5-Olate-5'-Phosphate,Uncharacterized protein,6.70
2720,BMS-777607,Interleukin-10,6.70
2721,Bilh 434,Telomerase-binding protein EST1A,6.70
2722,AZD2066,Metallo-beta-lactamase type 2,6.70
2723,2-butyl-1-hydroxyguanidine,Matrix metalloproteinase-20,6.70
2724,Darunavir,C->U-editing enzyme APOBEC-1,6.70
2725,"6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE","Thymidine kinase 2, mitochondrial",6.70
2726,Ceforanide,Hyaluronan mediated motility receptor,6.70
2727,BLXA4,"Thioredoxin reductase 2, mitochondrial",6.70
2728,"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",Purine nucleoside phosphorylase 2,6.70
2729,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,HTH-type transcriptional regulator QacR,6.70
2730,Betazole,DNA-directed RNA polymerase subunit beta',6.70
2731,Clebopride,Chloroquine resistance transporter,6.70
2732,Adiphenine,NAD(P)H dehydrogenase (quinone),6.70
2733,(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID,Glutamyl aminopeptidase,6.70
2734,"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,6.70
2735,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,ATP-sensitive inward rectifier potassium channel 12,6.70
2736,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",6.70
2737,AZD-1940,Beta-lactamase,6.70
2738,"7-carboxy-5-hydroxy-12,13-dihydro-6H-indolo[2,3-a]pyrrolo[3,4-c]carbazole",E3 ubiquitin-protein ligase XIAP,6.70
2739,"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",Insulin-degrading enzyme,6.70
2740,Cetilistat,Histone H1.4,6.70
2741,Artemotil,Aspartate aminotransferase,6.70
2742,Cibenzoline,Puromycin-sensitive aminopeptidase,6.69
2743,Ceralasertib,Extended-spectrum beta-lactamase PER-1,6.69
2744,2'-Fucosyllactose,5-hydroxytryptamine receptor 3D,6.69
2745,Bisoprolol,NADPH oxidase organizer 1,6.69
2746,AT-7519,Reaction center protein L chain,6.69
2747,CG-200745,Heterogeneous nuclear ribonucleoprotein L,6.69
2748,(R)-3-hydroxytetradecanoic acid,UDP-glucose 6-dehydrogenase,6.69
2749,CP-724714,Tyrosine-protein kinase Fer,6.69
2750,Carbaspirin calcium,Alpha-pyrone synthesis polyketide synthase-like Pks18,6.69
2751,Amiselimod,Endochitinase B1,6.69
2752,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE","Hydroxyacylglutathione hydrolase, mitochondrial",6.69
2753,"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",Long-chain-fatty-acid--CoA ligase 4,6.69
2754,(2S)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine,DDC protein,6.69
2755,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL","Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",6.69
2756,"2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE",Penicillin-binding protein 3,6.69
2757,"1-(5-CHLORO-2,4-DIMETHOXYPHENYL)-3-(5-CYANOPYRAZIN-2-YL)UREA",Neutral amino acid transporter B(0),6.69
2758,Aldoxorubicin,Uncharacterized protein,6.69
2759,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,Ferrochelatase,6.69
2760,Daledalin,Tumor-associated calcium signal transducer 2,6.69
2761,Carfecillin,Trafficking protein particle complex subunit 5,6.69
2762,"3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile",Elongation factor 1-alpha 1,6.69
2763,"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",Homeobox protein Hox-A10,6.69
2764,Chlorphentermine,Diacylglycerol O-acyltransferase 2,6.69
2765,2'-fluoro-5-ethylarabinosyluracil,Gamma-aminobutyric acid receptor subunit pi,6.69
2766,"3-(5-amino-7-hydroxy-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(3,5-dichlorobenzyl)-benzamide",Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,6.69
2767,6-CHLORO-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1-BENZOTHIOPHENE-2-SULFONAMIDE,60S ribosomal protein L26-like 1,6.69
2768,"2-CHLORO-N-(3-CYANO-5,6-DIHYDRO-4H-CYCLOPENTA[B]THIOPHEN-2-YL)-5-DIETHYLSULFAMOYL-BENZAMIDE",Nuclear factor NF-kappa-B p105 subunit,6.69
2769,Carboxymycobactin T,Casein kinase I isoform gamma-1,6.69
2770,"(2Z,3E)-2,3'-biindole-2',3(1H,1'H)-dione 3-{O-[(3R)-3,4-dihydroxybutyl]oxime}","Nitric oxide synthase, inducible",6.69
2771,"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",Adenylate kinase,6.69
2772,"(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE",Hematopoietic prostaglandin D synthase,6.69
2773,9(S)-HODE,U6 snRNA-associated Sm-like protein LSm6,6.69
2774,"3',5'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",Receptor activity-modifying protein 2,6.69
2775,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,Gamma-aminobutyric acid receptor subunit epsilon,6.69
2776,"3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid",Penicillin binding protein,6.69
2777,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,Voltage-dependent N-type calcium channel subunit alpha-1B,6.69
2778,beta-D-fucose,D-alanyl-D-alanine carboxypeptidase DacA,6.69
2779,"2',5'-Dideoxyuridine",Pregnancy-specific beta-1-glycoprotein 5,6.69
2780,Cyclandelate,Serine/threonine-protein kinase N2,6.68
2781,CM-4307,Melanocortin receptor 3,6.68
2782,D-chiro-Inositol,Angiopoietin-related protein 3,6.68
2783,"(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE",Glutathione S-transferase Mu 4,6.68
2784,3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",6.68
2785,"3-(2-CHLOROPHENYL)-1-(2-{[(1S)-2-HYDROXY-1,2-DIMETHYLPROPYL]AMINO}PYRIMIDIN-4-YL)-1-(4-METHOXYPHENYL)UREA",P-selectin,6.68
2786,(1S)-1-AMINO-2-(1H-INDOL-3-YL)ETHANOL,Complement C3,6.68
2787,Deferiprone,P-selectin glycoprotein ligand 1,6.68
2788,"4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole","Mannoside ABC transport system, sugar-binding protein",6.68
2789,Chlormezanone,Pigment epithelium-derived factor,6.68
2790,2-amino-3-(4-amino-1H-indol-3-yl)propanoic acid,Toll-like receptor 7,6.68
2791,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",Protein P,6.68
2792,Berubicin,Wee1-like protein kinase,6.68
2793,2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol,Penicillin-binding protein 2B,6.68
2794,4-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Butyric Acid,Myoglobin,6.68
2795,"3-(1,10-Phenanthrol-2-Yl)-L-Alanine",Deoxycytidine kinase,6.68
2796,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",B-lymphocyte antigen CD20,6.68
2797,ADP-597,Alkyl hydroperoxide reductase subunit F,6.68
2798,"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",Microsomal triglyceride transfer protein large subunit,6.68
2799,"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",Adenylate kinase isoenzyme 1,6.68
2800,"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",Uncharacterized protein,6.68
2801,(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,Glutathione S-transferase omega-1,6.68
2802,CMX-2043,Multidrug resistance-associated protein 5,6.68
2803,"5-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}-1H-1,2,4-TRIAZOLE-3-SULFONAMIDE",Uridine-cytidine kinase 2,6.68
2804,"6-amino-2-[(thiophen-2-ylmethyl)amino]-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",Glucose-1-phosphate thymidylyltransferase 2,6.68
2805,Anisindione,L-hydantoinase,6.68
2806,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide","Alanine--glyoxylate aminotransferase 2, mitochondrial",6.68
2807,Albaconazole,Chorismate synthase,6.68
2808,"6-(2,6-dibromophenyl)pyrido[2,3-d]pyrimidine-2,7-diamine",Hexokinase,6.68
2809,Aplindore,Probable chorismate mutase,6.68
2810,11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,Lanosterol synthase,6.68
2811,2-Hydroxy-Tryptophan,ATP-sensitive inward rectifier potassium channel 8,6.68
2812,Defactinib,Receptor protein-tyrosine kinase,6.68
2813,Alpha-Methylene Adenosine Monophosphate,Unconventional myosin-Ie,6.68
2814,"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",Thiostrepton,6.68
2815,3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,Penicillin-binding protein 1A,6.68
2816,Cilomilast,Transgelin,6.68
2817,(South)-Methanocarba-Thymidine,NADH-ubiquinone oxidoreductase chain 4,6.68
2818,Algestone acetophenide,Rubredoxin-oxygen oxidoreductase,6.68
2819,Biricodar,Tubulin beta-2A chain,6.68
2820,"(3aS)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one",Peptidyl-glycine alpha-amidating monooxygenase,6.67
2821,"7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE","Cytochrome c oxidase subunit 6A2, mitochondrial",6.67
2822,"5H-pyrrolo[3,2-d]pyrimidin-4-amine",Glutamate racemase,6.67
2823,Cefmetazole,Orf1a polyprotein,6.67
2824,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,"Trimethyllysine dioxygenase, mitochondrial",6.67
2825,"3-Methyl-5-(7-{4-[(4R)-4-methyl-4,5-dihydro-1,3-oxazol-2-yl]phenoxy}heptyl)-1,2-oxazole",Eukaryotic translation initiation factor 4E,6.67
2826,Bendamustine,Unsaturated glucuronyl hydrolase,6.67
2827,Benzoyl-tyrosine-alanine-fluoro-methyl ketone,Potassium voltage-gated channel subfamily C member 4,6.67
2828,AMD-070,"Oxidoreductase, short chain dehydrogenase/reductase family",6.67
2829,Atomoxetine,Outer membrane protein G,6.67
2830,"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",DNA polymerase catalytic subunit,6.67
2831,"2,5-Dimethoxy-4-(n)-propylthiophenethylamine",Cytochrome P450 26C1,6.67
2832,Bitolterol,Potassium-transporting ATPase subunit beta,6.67
2833,"(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE","Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",6.67
2834,Cysteine-S-acetamide,RNA-directed RNA polymerase catalytic subunit,6.67
2835,Cetyl alcohol,Cell growth-regulating nucleolar protein,6.67
2836,"4-(2,5-Dichloro-Thiophen-3-Yl)-Pyrimidin-2-Ylamine",Cyclopropane mycolic acid synthase MmaA2,6.67
2837,7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,Gastrotropin,6.67
2838,6-hydroxy-D-norleucine,Cell division control protein 2 homolog,6.67
2839,Carbocromen,Fatty acid oxidation complex subunit alpha,6.67
2840,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",5-hydroxytryptamine receptor 1A,6.67
2841,"(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID",Choline-phosphate cytidylyltransferase A,6.67
2842,"1-(2-cyclopropylethyl)-3-(1,1-dioxo-2H-1,2,4-benzothiadiazin-3-yl)-6-fluoro-4-hydroxy-2(1H)-quinolinone",Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),6.67
2843,8-iodo-guanine,Triosephosphate isomerase,6.67
2844,"4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol","Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",6.67
2845,(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE,CAMPATH-1 antigen,6.67
2846,Chlorocresol,Nonstructural protein 5b,6.67
2847,"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE",Monomeric sarcosine oxidase,6.67
2848,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",ADP-ribosylation factor 1,6.67
2849,Beloranib,Gamma-aminobutyraldehyde dehydrogenase,6.67
2850,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,Cytochrome P450 4A11,6.67
2851,CP-609754,Ephrin type-B receptor 6,6.67
2852,"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol",Endothelin-1 receptor,6.67
2853,Carboprost tromethamine,"Naphthalene 1,2-dioxygenase subunit beta",6.67
2854,(3R)-3-HYDROXYDODECANOIC ACID,Aspartyl/asparaginyl beta-hydroxylase,6.67
2855,3-Indolebutyric Acid,DNA topoisomerase 1,6.67
2856,Cyclopentolate,Tripartite terminase subunit 3,6.67
2857,Centhaquine,Aquaporin-3,6.67
2858,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID",Tyrosine-protein kinase Fyn,6.67
2859,2-Allyl-6-Methyl-Phenol,ADP/ATP translocase 2,6.67
2860,[4-({[5-Benzyloxy-1-(3-Carbamimidoyl-Benzyl)-1h-Indole-2-Carbonyl]-Amino}-Methyl)-Phenyl]-Trimethyl-Ammonium,Neutral amino acid transporter A,6.67
2861,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",Adenylate kinase 8,6.67
2862,Abeprazan,D-amino-acid oxidase,6.67
2863,4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide,Dual specificity protein kinase TTK,6.67
2864,"(2S)-1-[4-({6-[(2,6-Difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol","Branched-chain-amino-acid aminotransferase, mitochondrial",6.67
2865,3'-Oxo-Adenosine,Fumarylacetoacetase,6.67
2866,Cloprostenol,ATP-dependent RNA helicase UAP56,6.67
2867,8-demethyl-8-dimethylamino-flavin-adenine-dinucleotide,Mycocyclosin synthase,6.67
2868,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",Gamma-aminobutyric acid receptor subunit alpha-1,6.66
2869,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,cAMP-dependent protein kinase type I-alpha regulatory subunit,6.66
2870,BETA-METHYLLACTOSIDE,Putative aminooxidase,6.66
2871,"(3S,6S)-3,6-bis(4-hydroxybenzyl)piperazine-2,5-dione",S-methylmethionine--homocysteine S-methyltransferase BHMT2,6.66
2872,ATX-914,Long-chain fatty acid transport protein,6.66
2873,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",Carbonic anhydrase 3,6.66
2874,B-2-Octylglucoside,GDP-mannose mannosyl hydrolase,6.66
2875,4-[3-carboxymethyl-3-(4-phosphonooxy-benzyl)-ureido]-4-[(3-cyclohexyl-propyl)-methyl-carbamoyl]butyric acid,Galactoside O-acetyltransferase,6.66
2876,Bucindolol,Adenosylhomocysteinase,6.66
2877,Candoxatrilat,30S ribosomal protein S14 type Z,6.66
2878,"(2S)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",Serine palmitoyltransferase 3,6.66
2879,5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,6.66
2880,AMG-337,HTH-type transcriptional regulator TtgR,6.66
2881,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,Apolipoprotein D,6.66
2882,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",Group 1 truncated hemoglobin GlbN,6.66
2883,ATB-346,Reaction center protein H chain,6.66
2884,4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE,Histone acetyltransferase KAT2B,6.66
2885,"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",Acetylcholine receptor subunit alpha,6.66
2886,ACT-709478,Methylmalonyl-CoA decarboxylase,6.66
2887,"5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole",Adenylosuccinate synthetase,6.66
2888,"2,2-Dichloro-1-methanesulfinyl-3-methyl-cyclopropanecarboxylic acid [1-(4-bromo-phenyl)-ethyl]-amide",Gamma-aminobutyric acid receptor subunit beta-1,6.66
2889,6-Methylpurine,Acetoin utilization protein,6.66
2890,Abequolixron,p-hydroxybenzoate hydroxylase,6.66
2891,Butoconazole,Retinoid-inducible serine carboxypeptidase,6.66
2892,4-Iodophenylalanine I-131,Tolloid-like protein 2,6.66
2893,Benzoyloxymethylthiamine,Serine/threonine-protein kinase TAO2,6.66
2894,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,"Cholesterol side-chain cleavage enzyme, mitochondrial",6.66
2895,"2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE",D-lactate dehydrogenase,6.66
2896,BTRX-246040,DNA polymerase III subunit beta,6.66
2897,CHS-828,Alpha-ketoglutarate-dependent dioxygenase FTO,6.66
2898,Artefenomel,Fimbrial protein,6.66
2899,Betaprodine,"2,3-dichloro-1-propanol dehalogenase",6.66
2900,Antipyrine,Peroxiredoxin-6,6.66
2901,BMS-908662,Tumor necrosis factor receptor superfamily member 10B,6.66
2902,Bumadizone,Replicase polyprotein 1ab,6.66
2903,"1,10-Phenanthroline",Alpha-1A adrenergic receptor,6.66
2904,Cobalt Co-60,Exportin-1,6.66
2905,2-Tridecanoyloxy-Pentadecanoic Acid,Smoothened homolog,6.66
2906,20-Hydroxyecdysone,Nischarin,6.65
2907,"(2R)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid",Fusion glycoprotein F0,6.65
2908,"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",Coagulation factor VIII,6.65
2909,1-Naphthyl-L-alanine,Lysosomal alpha-glucosidase,6.65
2910,Antrafenine,Hypothetical gliding protein,6.65
2911,"3-CHLORO-2,2-DIMETHYL-N-[4-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE",Ig alpha-1 chain C region,6.65
2912,Carpropamide,Transporter,6.65
2913,Artesunate,Cystathionine gamma-synthase,6.65
2914,"2-((3',5'-DIMETHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID",D-alanyl-D-alanine carboxypeptidase DacB,6.65
2915,"5,7-Dichlorokynurenic acid",Mono-ADP-ribosyltransferase C3,6.65
2916,Agomelatine,Tryptophan synthase alpha chain,6.65
2917,Caprylic alcohol,RNA polymerase sigma factor SigA,6.65
2918,(4-Hydroxymaltosephenyl)Glycine,Metabotropic glutamate receptor 8,6.65
2919,"2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",Voltage-dependent T-type calcium channel subunit alpha-1G,6.65
2920,Alvelestat,Granulysin,6.65
2921,"1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea",Solute carrier family 12 member 1,6.65
2922,CR6086,Interleukin-1 receptor-associated kinase 1,6.65
2923,AGG-523,8-amino-7-oxononanoate synthase,6.65
2924,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,Potassium voltage-gated channel subfamily H member 2,6.65
2925,"3-Aza-2,3-Dihydrogeranyl Diphosphate",Complement component C8 gamma chain,6.65
2926,Amphetamine,Uracil phosphoribosyltransferase,6.65
2927,Bentiromide,Respiratory nitrate reductase 1 alpha chain,6.65
2928,Carboxin,Glutamate racemase,6.65
2929,4-Phenylfentanyl,Lanosterol synthase,6.65
2930,(4-(trifluoromethoxy)phenyl)urea,Riboflavin synthase,6.65
2931,CB-103,Proteasome subunit beta type-7,6.65
2932,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",Transferrin receptor protein 1,6.65
2933,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",5-hydroxytryptamine receptor 2C,6.65
2934,"5,6-Diaminouracil",Squalene--hopene cyclase,6.65
2935,"2',3'-O-{4-[Hydroxy(oxido)-Î»5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",Protein cereblon,6.65
2936,BMSC-0013,Mitogen-activated protein kinase kinase kinase 1,6.65
2937,"2,5-Dimethoxyamphetamine",Penicillin-binding protein 2,6.64
2938,Batefenterol,Osmolarity sensor protein EnvZ,6.64
2939,Carprofen,Calcium/calmodulin-dependent protein kinase type 1D,6.64
2940,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,Serine hydroxymethyltransferase,6.64
2941,Bencyclane,Organic hydroperoxide resistance protein,6.64
2942,Apremilast,Kinesin-like protein KIF1A,6.64
2943,(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide,Metabotropic glutamate receptor 4,6.64
2944,Alphamethadol,Histidinol dehydrogenase,6.64
2945,Cellotetraose,ATP synthase subunit c,6.64
2946,Chromium Cr-51,Vitamin D-binding protein,6.64
2947,Cinalukast,Translationally-controlled tumor protein homolog,6.64
2948,"3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE",Eosinophil peroxidase,6.64
2949,Benzocaine,Genome polyprotein,6.64
2950,[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid,"Lipoyl synthase, mitochondrial",6.64
2951,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",Glutamate receptor 1,6.64
2952,AKN-028,Genome polyprotein,6.64
2953,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",Gag-Pol polyprotein,6.64
2954,"4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",6.64
2955,7-methyl-5'-guanylic acid,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",6.64
2956,CGI-1842,Receptor of activated protein C kinase 1,6.64
2957,(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid,Gonadotropin-releasing hormone receptor,6.64
2958,"(2R,3R,4R,5R)-4,5-Dihydroxy-2-(hydroxymethyl)-6-oxo-3-piperidinyl beta-D-glucopyranoside","Ornithine aminotransferase, mitochondrial",6.64
2959,Avobenzone,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,6.64
2960,Butorphanol,Alpha-ketoglutarate-dependent sulfate ester dioxygenase,6.64
2961,5-amino-1-(4-chlorophenyl)-1H-pyrazole-4-carbonitrile,Nitric oxide synthase oxygenase,6.64
